Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
17	Spectrogram 1	1	2.166407273	2.228878817	0.000	22050.000	no overlap
18	Waveform 1	1	2.249702665	2.310281133	0.000	22050.000	no overlap
18	Spectrogram 1	1	2.249702665	2.310281133	0.000	22050.000	no overlap
19	Waveform 1	1	2.333944597	2.401622103	0.000	22050.000	no overlap
19	Spectrogram 1	1	2.333944597	2.401622103	0.000	22050.000	no overlap
20	Waveform 1	1	2.415346912	2.553541541	0.000	22050.000	no overlap
20	Spectrogram 1	1	2.415346912	2.553541541	0.000	22050.000	no overlap
21	Waveform 1	1	2.569565689	2.743728783	0.000	22050.000	no overlap
21	Spectrogram 1	1	2.569565689	2.743728783	0.000	22050.000	no overlap
22	Waveform 1	1	2.775911094	2.835543022	0.000	22050.000	no overlap
22	Spectrogram 1	1	2.775911094	2.835543022	0.000	22050.000	no overlap
23	Waveform 1	1	2.859206486	2.921678031	0.000	22050.000	no overlap
23	Spectrogram 1	1	2.859206486	2.921678031	0.000	22050.000	no overlap
24	Waveform 1	1	2.940936280	3.007193979	0.000	22050.000	no overlap
24	Spectrogram 1	1	2.940936280	3.007193979	0.000	22050.000	no overlap
25	Waveform 1	1	3.023285134	3.161479763	0.000	22050.000	no overlap
25	Spectrogram 1	1	3.023285134	3.161479763	0.000	22050.000	no overlap
26	Waveform 1	1	3.180410534	3.352207282	0.000	22050.000	no overlap
26	Spectrogram 1	1	3.180410534	3.352207282	0.000	22050.000	no overlap
27	Waveform 1	1	3.385044715	3.443256836	0.000	22050.000	no overlap
27	Spectrogram 1	1	3.385044715	3.443256836	0.000	22050.000	no overlap
28	Waveform 1	1	3.471179723	3.531758190	0.000	22050.000	no overlap
28	Spectrogram 1	1	3.471179723	3.531758190	0.000	22050.000	no overlap
29	Waveform 1	1	3.553055308	3.619786276	0.000	22050.000	no overlap
29	Spectrogram 1	1	3.553055308	3.619786276	0.000	22050.000	no overlap
30	Waveform 1	1	3.636866361	3.775534259	0.000	22050.000	no overlap
30	Spectrogram 1	1	3.636866361	3.775534259	0.000	22050.000	no overlap
31	Waveform 1	1	3.792571953	3.968154855	0.000	22050.000	no overlap
31	Spectrogram 1	1	3.792571953	3.968154855	0.000	22050.000	no overlap
32	Waveform 1	1	4.002381663	4.062486862	0.000	22050.000	no overlap
32	Spectrogram 1	1	4.002381663	4.062486862	0.000	22050.000	no overlap
33	Waveform 1	1	4.086623595	4.150041678	0.000	22050.000	no overlap
33	Spectrogram 1	1	4.086623595	4.150041678	0.000	22050.000	no overlap
34	Waveform 1	1	4.171812065	4.239489571	0.000	22050.000	no overlap
34	Spectrogram 1	1	4.171812065	4.239489571	0.000	22050.000	no overlap
35	Waveform 1	1	4.254160919	4.393775356	0.000	22050.000	no overlap
35	Spectrogram 1	1	4.254160919	4.393775356	0.000	22050.000	no overlap
36	Waveform 1	1	4.409520211	4.585103113	0.000	22050.000	no overlap
36	Spectrogram 1	1	4.409520211	4.585103113	0.000	22050.000	no overlap
37	Waveform 1	1	4.620125039	4.682123315	0.000	22050.000	no overlap
37	Spectrogram 1	1	4.620125039	4.682123315	0.000	22050.000	no overlap
38	Waveform 1	1	4.705829537	4.766408005	0.000	22050.000	no overlap
38	Spectrogram 1	1	4.705829537	4.766408005	0.000	22050.000	no overlap
39	Waveform 1	1	4.793384354	4.862481668	0.000	22050.000	no overlap
39	Spectrogram 1	1	4.793384354	4.862481668	0.000	22050.000	no overlap
40	Waveform 1	1	4.874313400	5.015820914	0.000	22050.000	no overlap
40	Spectrogram 1	1	4.874313400	5.015820914	0.000	22050.000	no overlap
41	Waveform 1	1	5.031438800	5.204655356	0.000	22050.000	no overlap
41	Spectrogram 1	1	5.031438800	5.204655356	0.000	22050.000	no overlap
42	Waveform 1	1	5.240732685	5.300364614	0.000	22050.000	no overlap
42	Spectrogram 1	1	5.240732685	5.300364614	0.000	22050.000	no overlap
43	Waveform 1	1	5.328760771	5.387446161	0.000	22050.000	no overlap
43	Spectrogram 1	1	5.328760771	5.387446161	0.000	22050.000	no overlap
44	Waveform 1	1	5.413002702	5.479733670	0.000	22050.000	no overlap
44	Spectrogram 1	1	5.413002702	5.479733670	0.000	22050.000	no overlap
45	Waveform 1	1	5.494137685	5.635171929	0.000	22050.000	no overlap
45	Spectrogram 1	1	5.494137685	5.635171929	0.000	22050.000	no overlap
46	Waveform 1	1	5.651263085	5.829685602	0.000	22050.000	no overlap
46	Spectrogram 1	1	5.651263085	5.829685602	0.000	22050.000	no overlap
47	Waveform 1	1	5.863760990	5.924812727	0.000	22050.000	no overlap
47	Spectrogram 1	1	5.863760990	5.924812727	0.000	22050.000	no overlap
48	Waveform 1	1	5.948882820	6.006621672	0.000	22050.000	no overlap
48	Spectrogram 1	1	5.948882820	6.006621672	0.000	22050.000	no overlap
49	Waveform 1	1	6.033124752	6.099382450	0.000	22050.000	no overlap
49	Spectrogram 1	1	6.033124752	6.099382450	0.000	22050.000	no overlap
50	Waveform 1	1	6.114527067	6.254614773	0.000	22050.000	no overlap
50	Spectrogram 1	1	6.114527067	6.254614773	0.000	22050.000	no overlap
51	Waveform 1	1	6.271530576	6.448060016	0.000	22050.000	no overlap
51	Spectrogram 1	1	6.271530576	6.448060016	0.000	22050.000	no overlap
52	Waveform 1	1	6.483555212	6.545080218	0.000	22050.000	no overlap
52	Spectrogram 1	1	6.483555212	6.545080218	0.000	22050.000	no overlap
53	Waveform 1	1	6.567797143	6.630268688	0.000	22050.000	no overlap
53	Spectrogram 1	1	6.567797143	6.630268688	0.000	22050.000	no overlap
54	Waveform 1	1	6.657002524	6.719947338	0.000	22050.000	no overlap
54	Spectrogram 1	1	6.657002524	6.719947338	0.000	22050.000	no overlap
55	Waveform 1	1	6.736985032	6.876599468	0.000	22050.000	no overlap
55	Spectrogram 1	1	6.736985032	6.876599468	0.000	22050.000	no overlap
56	Waveform 1	1	6.894261853	7.071264562	0.000	22050.000	no overlap
56	Spectrogram 1	1	6.894261853	7.071264562	0.000	22050.000	no overlap
57	Waveform 1	1	7.102973604	7.165918418	0.000	22050.000	no overlap
57	Spectrogram 1	1	7.102973604	7.165918418	0.000	22050.000	no overlap
58	Waveform 1	1	7.191050059	7.254941412	0.000	22050.000	no overlap
58	Spectrogram 1	1	7.191050059	7.254941412	0.000	22050.000	no overlap
59	Waveform 1	1	7.277185068	7.347228921	0.000	22050.000	no overlap
59	Spectrogram 1	1	7.277185068	7.347228921	0.000	22050.000	no overlap
60	Waveform 1	1	7.360953730	7.503881052	0.000	22050.000	no overlap
60	Spectrogram 1	1	7.360953730	7.503881052	0.000	22050.000	no overlap
61	Waveform 1	1	7.517605861	7.698394725	0.000	22050.000	no overlap
61	Spectrogram 1	1	7.517605861	7.698394725	0.000	22050.000	no overlap
62	Waveform 1	1	7.731408030	7.794826113	0.000	22050.000	no overlap
62	Spectrogram 1	1	7.731408030	7.794826113	0.000	22050.000	no overlap
63	Waveform 1	1	7.819909385	7.882380930	0.000	22050.000	no overlap
63	Spectrogram 1	1	7.819909385	7.882380930	0.000	22050.000	no overlap
64	Waveform 1	1	7.911723625	7.979874401	0.000	22050.000	no overlap
64	Spectrogram 1	1	7.911723625	7.979874401	0.000	22050.000	no overlap
65	Waveform 1	1	7.996438825	8.137473070	0.000	22050.000	no overlap
65	Spectrogram 1	1	7.996438825	8.137473070	0.000	22050.000	no overlap
66	Waveform 1	1	8.156889069	8.335311587	0.000	22050.000	no overlap
66	Spectrogram 1	1	8.156889069	8.335311587	0.000	22050.000	no overlap
