Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
36	Spectrogram 1	1	14.658284105	14.683300363	0.000	22050.000	no overlap
37	Waveform 1	1	14.696203486	14.765195693	0.000	22050.000	no overlap
37	Spectrogram 1	1	14.696203486	14.765195693	0.000	22050.000	no overlap
38	Waveform 1	1	14.811787529	14.908165956	0.000	22050.000	no overlap
38	Spectrogram 1	1	14.811787529	14.908165956	0.000	22050.000	no overlap
39	Waveform 1	1	14.951040255	15.006602681	0.000	22050.000	no overlap
39	Spectrogram 1	1	14.951040255	15.006602681	0.000	22050.000	no overlap
40	Waveform 1	1	15.022139094	15.150906991	0.000	22050.000	no overlap
40	Spectrogram 1	1	15.022139094	15.150906991	0.000	22050.000	no overlap
41	Waveform 1	1	15.178343248	15.196776280	0.000	22050.000	no overlap
41	Spectrogram 1	1	15.178343248	15.196776280	0.000	22050.000	no overlap
42	Waveform 1	1	15.219422577	15.284201519	0.000	22050.000	no overlap
42	Spectrogram 1	1	15.219422577	15.284201519	0.000	22050.000	no overlap
43	Waveform 1	1	15.311061081	15.369783456	0.000	22050.000	no overlap
43	Spectrogram 1	1	15.311061081	15.369783456	0.000	22050.000	no overlap
44	Waveform 1	1	15.536026160	15.579738779	0.000	22050.000	no overlap
44	Spectrogram 1	1	15.536026160	15.579738779	0.000	22050.000	no overlap
45	Waveform 1	1	15.634807445	15.706696272	0.000	22050.000	no overlap
45	Spectrogram 1	1	15.634807445	15.706696272	0.000	22050.000	no overlap
46	Waveform 1	1	15.749092246	15.845997331	0.000	22050.000	no overlap
46	Spectrogram 1	1	15.749092246	15.845997331	0.000	22050.000	no overlap
47	Waveform 1	1	15.886534830	15.943677231	0.000	22050.000	no overlap
47	Spectrogram 1	1	15.886534830	15.943677231	0.000	22050.000	no overlap
48	Waveform 1	1	15.960003631	16.087454883	0.000	22050.000	no overlap
48	Spectrogram 1	1	15.960003631	16.087454883	0.000	22050.000	no overlap
49	Waveform 1	1	16.115218562	16.133914923	0.000	22050.000	no overlap
49	Spectrogram 1	1	16.115218562	16.133914923	0.000	22050.000	no overlap
50	Waveform 1	1	16.159194511	16.225026769	0.000	22050.000	no overlap
50	Spectrogram 1	1	16.159194511	16.225026769	0.000	22050.000	no overlap
51	Waveform 1	1	16.240826511	16.305605454	0.000	22050.000	no overlap
51	Spectrogram 1	1	16.240826511	16.305605454	0.000	22050.000	no overlap
